key,url
intro,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7793
dept_civ_env,https://catalog.charlotte.edu/preview_entity.php?catoid=29&ent_oid=1500
dept_ece,https://catalog.charlotte.edu/preview_entity.php?catoid=29&ent_oid=1501
dept_tech_cons,https://catalog.charlotte.edu/preview_entity.php?catoid=29&ent_oid=1502
dept_ind_sys,https://catalog.charlotte.edu/preview_entity.php?catoid=29&ent_oid=1504
dept_mech_sci,https://catalog.charlotte.edu/preview_entity.php?catoid=29&ent_oid=1503
major_bsce_civil,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7545
major_bsce_civil_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7546
major_bsce_civil_land,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7719
major_bscpe_computer,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7549
major_bscpe_computer_ml,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=8304
major_dual_bs_computer_physics,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7662
major_bsee_eletrical,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7547
major_bsee_eletrical_ml,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=8305
major_bsee_eletrical_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7548
major_dual_bs_electrial_physics,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7661
major_bsme_mech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7558
major_bsme_mech_biomed,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7690
major_bsme_mech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7559
major_bsme_mech_motor,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7560
major_dual_bs_mech_physics,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7663
major_bsse_systems,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7561
major_bsse_systems_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7932
minor_electrical,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7550
minor_computer,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7551
honors_engineering,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7722
early_ms_energy_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7764
early_ms_civil_eng,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7678
early_ms_computer_eng,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=8307
early_ms_cons_fac,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7765
early_msphd_elec_eng,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7679
early_ms_eng_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7682
early_ms_fire_safety_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7901
early_ms_mech_eng,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7681
early_msphd_optics,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7766
major_bset_civil_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7553
major_bset_civil_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7725
major_bset_electrical_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7554
major_bset_electrical_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7726
major_bset_electrical_engtech_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7726
major_bset_firesafety_engtech_fireprot,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7555
major_bset_firesafety_engtech_firesafety,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7556
major_bset_firesafety_engtech_occsafety,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7948
major_bset_mech_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7557
major_bset_mech_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7727
major_bset_mech_engtech_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7975
major_bscm_cons_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=29&poid=7552
