key,url
intro,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11717
dept_civ_env,https://catalog.charlotte.edu/preview_entity.php?catoid=40&ent_oid=2459
dept_ece,https://catalog.charlotte.edu/preview_entity.php?catoid=40&ent_oid=2460
dept_tech_cons,https://catalog.charlotte.edu/preview_entity.php?catoid=40&ent_oid=2461
dept_ind_sys,https://catalog.charlotte.edu/preview_entity.php?catoid=40&ent_oid=2463
dept_mech_sci,https://catalog.charlotte.edu/preview_entity.php?catoid=40&ent_oid=2462
major_bsce_civil,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11489
major_bsce_civil_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11490
major_bsce_civil_land,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11649
major_bscpe_computer,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11493
major_bscpe_computer_ml,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11908
major_dual_bs_computer_physics,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11594
major_bsee_eletrical,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11491
major_bsee_eletrical_ml,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11909
major_bsee_eletrical_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11492
major_bs_environmental,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11933
major_dual_bs_electrial_physics,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11593
major_bsme_mech,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11501
major_bsme_mech_aero,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=12722
major_bsme_mech_biomed,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11622
major_bsme_mech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11502
major_bsme_mech_motor,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11503
major_bsme_mech_precmet,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11929
major_dual_bs_mech_physics,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11595
major_bsse_systems,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11504
major_bsse_systems_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11850
minor_electrical,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11494
minor_computer,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11495
minor_mechanical,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11927
minor_occsafety,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11943
minor_firesci,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=12729
honors_engineering,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11650
early_ms_energy_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11689
early_ms_computer_eng,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11911
early_ms_cons_fac,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11690
early_msphd_elec_eng,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11611
early_ms_eng_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11614
early_ms_fire_safety_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11822
early_ms_mech_eng,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11613
early_msphd_optics,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11691
major_bset_civil_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11497
major_bset_civil_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11653
major_bset_electromech_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11498
major_bset_electromech_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11654
major_bset_firesafety_engtech_firesafety,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11499
major_bset_firesafety_engtech_occsafety,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11865
major_bset_mech_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11500
major_bset_mech_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11655
major_bset_mech_engtech_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11892
major_bscm_cons_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=40&poid=11496
