
key,url
intro,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8608
dept_civ_env,https://catalog.charlotte.edu/preview_entity.php?catoid=32&ent_oid=1694
dept_ece,https://catalog.charlotte.edu/preview_entity.php?catoid=32&ent_oid=1695
dept_tech_cons,https://catalog.charlotte.edu/preview_entity.php?catoid=32&ent_oid=1696
dept_ind_sys,https://catalog.charlotte.edu/preview_entity.php?catoid=32&ent_oid=1698
dept_mech_sci,https://catalog.charlotte.edu/preview_entity.php?catoid=32&ent_oid=1697
major_bsce_civil,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8364
major_bsce_civil_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8365
major_bsce_civil_land,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8536
major_bscpe_computer,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8368
major_bscpe_computer_ml,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8808
major_dual_bs_computer_physics,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8481
major_bsee_eletrical,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8366
major_bsee_eletrical_ml,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8809
major_bsee_eletrical_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8367
major_dual_bs_electrial_physics,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8480
major_bsme_mech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8377
major_bsme_mech_biomed,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8509
major_bsme_mech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8378
major_bsme_mech_motor,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8379
major_dual_bs_mech_physics,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8482
major_bsse_systems,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8380
major_bsse_systems_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8747
minor_electrical,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8369
minor_computer,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8370
honors_engineering,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8537
early_ms_energy_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8579
early_ms_civil_eng,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8497
early_ms_computer_eng,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8811
early_msphd_elec_eng,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8498
early_ms_eng_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8501
early_ms_fire_safety_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8716
early_ms_mech_eng,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8500
early_msphd_optics,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8581
major_bset_civil_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8372
major_bset_civil_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8540
major_bset_electrical_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8373
major_bset_electrical_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8541
major_bset_electrical_engtech_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8796
major_bset_firesafety_engtech_firesafety,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8375
major_bset_firesafety_engtech_occsafety,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8763
major_bset_mech_engtech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8376
major_bset_mech_engtech_energy,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8542
major_bset_mech_engtech_electromech,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8790
major_bscm_cons_mgmt,https://catalog.charlotte.edu/preview_program.php?catoid=32&poid=8371
